1.5118,0.071676
1.3789,0.21957
1.1867,-0.63566
0.26319,0.093099
0.30781,-0.21881
0.2663,0.016253
1.5988,0.11872
1.2436,-0.68419
1.3616,0.3249
0.47935,0.11405
1.8126,0.021236
1.273,0.40824
1.4297,-0.3838
0.96025,0.76845
1.2488,0.70027
1.0401,0.50509
1.1398,0.56955
0.79202,0.59707
1.6297,-0.23407
1.3536,-0.30081
0.012576,-0.009423
1.4975,-0.052104
1.7142,-0.24505
1.052,0.73479
1.1807,-0.52769
0.51503,0.50497
0.801,-0.10238
0.75506,-0.56476
1.5754,0.26553
1.2383,-0.75489
1.7319,-0.16939
0.80666,0.43857
1.7715,0.17423
0.98429,0.96801
0.2788,0.071375
1.1845,0.36901
1.1056,-0.85227
0.18167,-0.16523
1.0326,0.55564
0.97555,-0.71283
0.94441,-0.74196
1.0377,0.70289
1.0992,0.74524
1.5448,-0.42561
1.3451,-0.56981
1.1171,0.30103
0.70602,0.20541
1.196,0.52697
1.3785,-0.21926
0.87751,0.02624
1.6052,-0.21145
1.5087,-0.26215
1.1461,-0.41119
0.97237,-0.78004
1.2892,0.28914
1.0789,0.91061
0.22455,-0.083506
0.76132,-0.46735
0.92981,0.59332
0.66043,-0.57892
1.5632,-0.27711
0.59656,0.23666
0.60312,-0.35526
1.3067,-0.29863
0.80216,-0.17484
1.2157,-0.41473
0.34494,0.232
1.3144,0.52366
1.6292,-0.28369
0.83336,-0.12784
1.1321,0.38995
1.2234,0.073262
0.97384,-0.9139
1.7582,-0.22082
0.85943,-0.32996
1.9221,0.025778
0.89795,0.54219
0.86051,-0.19613
1.2127,0.3196
1.2714,-0.27312
0.6235,0.28154
1.5659,-0.3049
0.32855,-0.29674
1.4135,-0.12575
1.2945,-0.26912
1.6519,0.30055
0.52369,-0.08052
0.16097,-0.031194
1.2277,-0.096469
0.65216,-0.033792
0.99683,-0.83313
0.26012,-0.18194
0.58738,-0.46445
1.2799,-0.70512
1.0331,-0.66291
0.96766,-0.79374
0.65389,0.004379
0.22384,-0.12422
0.94128,-0.29731
0.82686,-0.73701
0.76149,0.39751
0.52963,-0.4355
0.68574,-0.49226
0.68784,-0.44251
1.1469,-0.04869
1.0782,0.41526
1.021,0.48417
1.175,0.55809
1.2638,-0.11277
0.86696,-0.7543
1.3103,-0.042763
0.98022,-0.68888
1.3215,-0.27604
1.7846,-0.13796
0.99674,-0.97012
0.35698,0.35487
0.82266,-0.24653
0.89749,-0.35902
1.0666,0.84536
1.6404,0.2373
0.91652,-0.11693
0.94323,0.92628
1.0248,0.53743
1.0725,0.64223
1.4664,-0.31705
0.87813,-0.063929
0.9441,0.84819
1.3609,0.19481
0.77951,0.082003
0.38668,0.29643
1.0468,0.80063
1.5432,0.26009
1.0467,0.60844
0.67967,-0.36756
1.1066,0.05022
1.1458,-0.44099
1.2507,-0.090771
1.2688,0.58785
1.2005,0.58103
0.77293,0.74429
0.82723,0.053824
0.83383,-0.13711
0.13322,0.007552
1.1296,0.57402
0.69218,-0.22765
1.5613,0.036471
0.77848,-0.27131
0.097388,-0.038653
1.771,0.17116
1.1943,0.27875
0.81622,0.54114
0.64371,0.11908
0.090758,-0.036852
0.7577,0.06155
0.90747,-0.070899
0.89792,-0.16491
1.0115,0.4364
1.3734,-0.35926
0.85257,-0.27654
1.1661,-0.61934
1.4414,0.14006
1.5226,0.17704
0.76732,0.23876
1.7498,-0.15205
0.98593,-0.26661
1.3374,-0.068635
0.81518,-0.029063
0.8958,0.204
0.46057,0.44019
1.008,0.10049
1.5038,0.19425
0.43125,-0.23231
0.25709,-0.064681
1.2024,0.029568
0.66775,-0.079414
0.85364,0.40479
0.87761,0.034894
1.3963,-0.0552
0.94708,-0.73712
0.92354,0.22387
0.52754,-0.52552
0.83287,0.63289
1.4318,-0.44038
1.2192,-0.23703
0.69405,-0.33099
0.97153,-0.29991
0.97455,-0.51783
0.73579,-0.13982
0.83817,-0.26412
0.81356,-0.060711
0.52639,0.38396
1.2088,-0.44778
0.98982,-0.48268
2.09,0
2.19,-0.1
2.29,-0.2
2.39,-0.3
2.49,-0.4
2.59,-0.5
2.69,-0.6
2.79,-0.7
2.89,-0.8
2.99,-0.9
3.09,-1
2.19,0.1
2.29,0
2.39,-0.1
2.49,-0.2
2.59,-0.3
2.69,-0.4
2.79,-0.5
2.89,-0.6
2.99,-0.7
3.09,-0.8
3.19,-0.9
2.29,0.2
2.39,0.1
2.49,0
2.59,-0.1
2.69,-0.2
2.79,-0.3
2.89,-0.4
2.99,-0.5
3.09,-0.6
3.19,-0.7
3.29,-0.8
2.39,0.3
2.49,0.2
2.59,0.1
2.69,0
2.79,-0.1
2.89,-0.2
2.99,-0.3
3.09,-0.4
3.19,-0.5
3.29,-0.6
3.39,-0.7
2.49,0.4
2.59,0.3
2.69,0.2
2.79,0.1
2.89,0
2.99,-0.1
3.09,-0.2
3.19,-0.3
3.29,-0.4
3.39,-0.5
3.49,-0.6
2.59,0.5
2.69,0.4
2.79,0.3
2.89,0.2
2.99,0.1
3.09,0
3.19,-0.1
3.29,-0.2
3.39,-0.3
3.49,-0.4
3.59,-0.5
2.69,0.6
2.79,0.5
2.89,0.4
2.99,0.3
3.09,0.2
3.19,0.1
3.29,0
3.39,-0.1
3.49,-0.2
3.59,-0.3
3.69,-0.4
2.79,0.7
2.89,0.6
2.99,0.5
3.09,0.4
3.19,0.3
3.29,0.2
3.39,0.1
3.49,0
3.59,-0.1
3.69,-0.2
3.79,-0.3
2.89,0.8
2.99,0.7
3.09,0.6
3.19,0.5
3.29,0.4
3.39,0.3
3.49,0.2
3.59,0.1
3.69,0
3.79,-0.1
3.89,-0.2
2.99,0.9
3.09,0.8
3.19,0.7
3.29,0.6
3.39,0.5
3.49,0.4
3.59,0.3
3.69,0.2
3.79,0.1
3.89,0
3.99,-0.1
3.09,1
3.19,0.9
3.29,0.8
3.39,0.7
3.49,0.6
3.59,0.5
3.69,0.4
3.79,0.3
3.89,0.2
3.99,0.1
4.09,0
3.5195,-0.11935
2.3743,-0.028208
3.2922,0.29934
2.4182,0.10067
3.4522,-0.26594
2.7003,0.2567
2.7262,-0.52968
2.5361,-0.043137
3.4297,0.41715
3.3425,0.72138
3.1727,-0.28172
3.2273,0.2954
3.6678,-0.0873
3.8439,0.13208
2.4511,0.068037
2.5497,-0.38391
3.1562,-0.49317
3.1051,-0.21015
3.0451,-0.036893
3.4779,0.31643
2.3754,0.000736
3.1289,0.90619
3.2661,0.51676
3.4595,-0.18615
3.6878,0.25293
2.3231,-0.097899
2.6847,0.41182
3.4258,-0.37977
2.7229,-0.59273
3.4234,-0.2627
2.5462,0.022948
3.4582,0.29102
3.4281,0.16862
3.0877,0.067646
2.6261,0.045085
3.3619,0.12351
3.1068,0.86279
3.1639,0.62416
3.6161,-0.043657
3.4492,-0.52929
3.1811,-0.7714
2.7453,-0.044229
3.1954,-0.67409
3.3407,-0.37265
3.4844,0.084585
2.6952,0.36121
3.7754,0.28135
3.5497,-0.015858
2.3492,0.20103
2.7097,-0.57262
3.3448,0.25283
3.0645,0.18162
3.2061,-0.8694
3.3578,0.70038
3.1246,0.92363
2.7005,0.30653
2.6315,-0.39406
2.8611,-0.71132
2.9785,-0.40991
3.4989,-0.044652
3.2511,0.12871
3.7013,0.075478
3.244,-0.75928
3.2307,0.5719
2.963,0.050245
2.8624,-0.66788
2.8256,0.37208
2.7602,-0.25174
3.5955,0.10689
2.6555,0.45615
3.7601,-0.15566
2.6858,-0.40795
3.236,-0.23317
2.9302,0.68085
3.3823,0.4022
3.0205,0.20505
3.1367,-0.2935
2.2194,-0.04119
2.8344,-0.70313
2.7966,-0.38989
2.6851,-0.10411
2.8668,0.74996
3.3207,-0.72378
3.3069,0.55975
2.8196,-0.31124
3.4592,0.50925
3.5141,-0.024932
2.8901,-0.78709
3.3692,-0.25003
3.0766,0.49923
2.7191,0.12617
3.0237,0.069785
2.8595,-0.57904
3.0925,-0.35618
2.4991,0.033916
2.5432,-0.17076
3.1414,-0.23764
3.3278,-0.059118
3.159,0.12087
3.0436,0.54484
3.8277,0.137
3.1652,-0.55418
3.1815,0.7656
3.0776,-0.31012
2.7509,-0.52261
2.675,0.39096
2.654,-0.36025
2.2237,-0.025097
2.9582,-0.30871
3.0688,0.49409
2.887,0.41684
3.6952,-0.38742
2.4523,-0.20084
3.2513,-0.38381
3.7058,-0.15312
3.7276,-0.014965
2.6575,-0.10929
3.3252,-0.075135
2.5964,0.20514
3.449,0.39971
3.0933,-0.91409
2.3466,0.24732
3.5925,-0.36537
2.9701,-0.51792
3.272,-0.78316
3.1117,0.49407
2.5137,-0.28424
3.4014,0.25472
3.5908,-0.090841
2.7129,-0.24584
3.067,-0.89939
3.8483,0.099254
3.9062,0.10031
3.4644,-0.45866
3.4064,0.072656
3.1227,0.10736
3.8727,0.15728
2.8987,0.58445
3.7624,0.009651
3.0254,0.36802
3.5192,-0.45601
3.4646,-0.62014
3.0146,-0.28263
3.1585,0.038863
3.4841,0.18788
3.3302,0.449
2.8102,0.302
3.4153,-0.31316
3.0318,-0.68297
2.6239,-0.24139
3.0386,-0.42051
3.3424,-0.63325
3.5375,0.034315
2.8194,-0.25386
3.7144,-0.20871
3.9297,-0.068321
2.9016,0.28453
3.5095,0.17593
3.4005,0.34567
2.9059,0.61871
2.8036,0.47419
3.4121,0.16065
3.2838,0.12712
3.9094,0.12522
3.5616,0.3845
3.7709,0.26238
2.8255,-0.43129
3.0968,-0.04312
3.3563,-0.6527
2.5954,0.48873
2.7979,-0.53277
2.5067,-0.075294
3.0507,-0.90107
3.905,-0.094955
3.1162,-0.93055
3.2307,0.27099
2.868,0.40668
3.2677,-0.61788
2.7348,0.55002
2.8605,0.43846
2.2371,-0.075429
2.7914,0.64803
2.7337,-0.37713
3.7071,0.091949
2.7514,-0.36759
2.4885,-0.063774
2.7642,-0.49745
3.0451,0.46604
2.6842,-0.38386
3.251,-0.08294
3.0227,0.44819
3.4174,0.19126
3.2597,-0.35126
3.248,0.59821
2.8826,0.48541
2.6143,0.20685
3.1926,-0.034584
2.4037,-0.27672
3.561,0.44431
3.269,0.31471
2.88,-0.46833
3.0089,0.81322
2.8242,-0.29069
2.5912,-0.14935
2.2159,0.11022
2.9053,0.31048
2.9968,0.86588
2.5378,0.36299
3.0492,-0.80112
3.2314,0.62288
2.7639,-0.42256
3.6206,0.34839
2.6952,-0.57171
2.7557,-0.13205
3.2044,-0.3614
2.8105,-0.48938
3.1074,0.92697
3.1688,0.82232
2.6455,-0.39729
3.1513,0.36783
3.0988,0.34249
2.2781,-0.12352
3.7708,-0.23021
3.329,-0.21579
2.5217,-0.41634
3.7194,0.35469
3.3027,0.72422
3.7745,0.017994
2.1107,0.014818
3.4757,0.52265
2.8263,0.54364
3.0744,0.46885
3.0834,0.76731
2.3104,-0.11772
3.6153,-0.031145
3.4222,0.22525
2.3337,0.21837
3.1209,-0.16184
3.3325,-0.35365
2.84,0.33575
3.1761,-0.034655
3.3133,-0.71436
3.3335,0.74888
2.8494,-0.16074
3.3135,-0.17625
3.5956,-0.36649
3.1519,0.88306
2.6945,-0.16924
3.1061,-0.75646
2.7672,0.3063
3.3388,-0.70663
3.5688,0.15844
2.2501,-0.054477
3.0408,0.3316
2.9854,0.52125
2.8563,0.007455
3.5293,0.11665
2.9124,-0.77844
3.3567,0.067142
2.7256,0.090994
2.8885,-0.53729
3.2538,0.11261
2.7739,0.48267
3.3319,-0.13393
2.7982,0.36275
3.0157,-0.62927
2.1065,0.016466
3.5648,0.37742
3.7487,-0.16287
2.58,-0.23221
2.8079,0.27239
3.6654,0.053042
3.1996,-0.73999
2.7896,0.033159
3.7168,-0.21419
2.4529,0.32044
2.5146,0.37655
3.7386,-0.1722
2.4554,0.037355
